,Model,BLEU
0,gpt-4o,0.036612938290189224
1,gpt-4o,0.3497961644993555
2,gpt-4o,0.42431212707209004
3,gpt-4o,0.06084985367608376
4,gpt-4o,0.3200234164643818
5,gpt-4o,0.013734621683402642
6,gpt-4o,0.0
7,gpt-4o,0.3025382277465651
8,gpt-4o,0.04752634222731262
9,gpt-4o,0.0
10,gpt-4o,0.03527364845084204
11,gpt-4o,0.0395975472595357
12,gpt-4o,0.01501375408215838
13,gpt-4o,0.0
14,gpt-4o,0.0
15,gpt-4o,0.04011178805595098
16,gpt-4o,0.052107003146422685
17,gpt-4o,0.02461946621751687
18,gpt-4o,0.37547953911395315
19,gpt-4o,0.0
20,claude-3-5-sonnet-20240620,0.2768331276020945
21,claude-3-5-sonnet-20240620,0.568096358490992
22,claude-3-5-sonnet-20240620,0.4290815833589723
23,claude-3-5-sonnet-20240620,0.09269016730783947
24,claude-3-5-sonnet-20240620,0.07162849011976209
25,claude-3-5-sonnet-20240620,0.13195041134019447
26,claude-3-5-sonnet-20240620,0.030497534957878283
27,claude-3-5-sonnet-20240620,0.07955883140541929
28,claude-3-5-sonnet-20240620,0.059357864441993195
29,claude-3-5-sonnet-20240620,0.09544645124861818
30,claude-3-5-sonnet-20240620,0.0
31,claude-3-5-sonnet-20240620,0.08436754868486666
32,claude-3-5-sonnet-20240620,0.04499896029277773
33,claude-3-5-sonnet-20240620,0.0
34,claude-3-5-sonnet-20240620,0.09980873674051137
35,claude-3-5-sonnet-20240620,0.12031993948985686
36,claude-3-5-sonnet-20240620,0.04601997448607484
37,claude-3-5-sonnet-20240620,0.07516287792651527
38,claude-3-5-sonnet-20240620,0.0682984446243444
39,claude-3-5-sonnet-20240620,0.2557540545985776
40,EasyOCR,0.0
41,EasyOCR,0.0
42,EasyOCR,0.0
43,EasyOCR,0.0
44,EasyOCR,0.0
45,EasyOCR,0.0
46,EasyOCR,0.0
47,EasyOCR,0.0
48,EasyOCR,0.0
49,EasyOCR,0.0
50,EasyOCR,0.0
51,EasyOCR,0.0
52,EasyOCR,0.0
53,EasyOCR,0.0
54,EasyOCR,0.0
55,EasyOCR,0.0
56,EasyOCR,0.0
57,EasyOCR,0.0
58,EasyOCR,0.0
59,EasyOCR,0.0
60,Pytesseract,0.0
61,Pytesseract,0.005507540395598103
62,Pytesseract,0.0
63,Pytesseract,0.0
64,Pytesseract,0.0
65,Pytesseract,0.0
66,Pytesseract,0.0
67,Pytesseract,0.0
68,Pytesseract,0.0
69,Pytesseract,0.0
70,Pytesseract,0.0
71,Pytesseract,0.0
72,Pytesseract,0.0
73,Pytesseract,0.010280720042928418
74,Pytesseract,0.0
75,Pytesseract,0.0
76,Pytesseract,0.0
77,Pytesseract,0.0
78,Pytesseract,0.0
79,Pytesseract,0.0
80,KerasOCR,0.0
81,KerasOCR,0.0
82,KerasOCR,0.0
83,KerasOCR,0.0
84,KerasOCR,0.0
85,KerasOCR,0.0
86,KerasOCR,0.0
87,KerasOCR,0.0
88,KerasOCR,0.0
89,KerasOCR,0.0
90,KerasOCR,0.0
91,KerasOCR,0.0
92,KerasOCR,0.0
93,KerasOCR,0.0
94,KerasOCR,0.0
95,KerasOCR,0.0
96,KerasOCR,0.0
97,KerasOCR,0.0
98,KerasOCR,0.0
99,KerasOCR,0.0
