,Model,CER
0,gpt-4o,0.44243302941322327
1,gpt-4o,0.020433437079191208
2,gpt-4o,0.019801979884505272
3,gpt-4o,0.42384105920791626
4,gpt-4o,2.7352607250213623
5,gpt-4o,0.5202429294586182
6,gpt-4o,0.4795764088630676
7,gpt-4o,0.4812348783016205
8,gpt-4o,0.3034539520740509
9,gpt-4o,0.322743684053421
10,gpt-4o,0.516339898109436
11,gpt-4o,5.1431427001953125
12,gpt-4o,0.7302383780479431
13,gpt-4o,0.4531468451023102
14,gpt-4o,0.45475637912750244
15,gpt-4o,0.49207547307014465
16,gpt-4o,0.4588492214679718
17,gpt-4o,0.4866844117641449
18,gpt-4o,0.5501915812492371
19,gpt-4o,0.45394736528396606
20,claude-3-5-sonnet-20240620,1.0108616352081299
21,claude-3-5-sonnet-20240620,0.6600618958473206
22,claude-3-5-sonnet-20240620,0.6759076118469238
23,claude-3-5-sonnet-20240620,0.8697571754455566
24,claude-3-5-sonnet-20240620,0.8310657739639282
25,claude-3-5-sonnet-20240620,0.8218623399734497
26,claude-3-5-sonnet-20240620,0.8872919678688049
27,claude-3-5-sonnet-20240620,0.7421307563781738
28,claude-3-5-sonnet-20240620,0.6735197305679321
29,claude-3-5-sonnet-20240620,1.0353790521621704
30,claude-3-5-sonnet-20240620,0.992530345916748
31,claude-3-5-sonnet-20240620,0.8209054470062256
32,claude-3-5-sonnet-20240620,0.9378920793533325
33,claude-3-5-sonnet-20240620,1.0118881464004517
34,claude-3-5-sonnet-20240620,1.0812064409255981
35,claude-3-5-sonnet-20240620,1.0475472211837769
36,claude-3-5-sonnet-20240620,0.9169701337814331
37,claude-3-5-sonnet-20240620,0.7896138429641724
38,claude-3-5-sonnet-20240620,1.034482717514038
39,claude-3-5-sonnet-20240620,1.0254933834075928
40,EasyOCR,0.9681390523910522
41,EasyOCR,0.9523220062255859
42,EasyOCR,0.9643564224243164
43,EasyOCR,1.0044150352478027
44,EasyOCR,0.899092972278595
45,EasyOCR,0.9757084846496582
46,EasyOCR,0.9886535406112671
47,EasyOCR,0.8983050584793091
48,EasyOCR,0.9802631735801697
49,EasyOCR,0.9501805305480957
50,EasyOCR,1.055088758468628
51,EasyOCR,0.8941411375999451
52,EasyOCR,0.9447929859161377
53,EasyOCR,0.9538461565971375
54,EasyOCR,1.0224285125732422
55,EasyOCR,0.9916980862617493
56,EasyOCR,0.9912599921226501
57,EasyOCR,0.9540612697601318
58,EasyOCR,0.969348669052124
59,EasyOCR,0.9934210777282715
60,Pytesseract,0.9992758631706238
61,Pytesseract,0.9993808269500732
62,Pytesseract,0.9993399381637573
63,Pytesseract,0.9992641806602478
64,Pytesseract,0.9994331002235413
65,Pytesseract,0.9993252158164978
66,Pytesseract,0.9992435574531555
67,Pytesseract,0.9993946552276611
68,Pytesseract,0.9991776347160339
69,Pytesseract,0.9992779493331909
70,Pytesseract,0.9990662932395935
71,Pytesseract,0.9993342161178589
72,Pytesseract,0.999372661113739
73,Pytesseract,0.9993007183074951
74,Pytesseract,0.9992266297340393
75,Pytesseract,0.999245285987854
76,Pytesseract,0.9992716908454895
77,Pytesseract,0.9993342161178589
78,Pytesseract,0.9992337226867676
79,Pytesseract,0.9991776347160339
80,KerasOCR,0.7748008966445923
81,KerasOCR,0.7789473533630371
82,KerasOCR,0.774917483329773
83,KerasOCR,0.7770419716835022
84,KerasOCR,0.7828798294067383
85,KerasOCR,0.7780026793479919
86,KerasOCR,0.7723146677017212
87,KerasOCR,0.7826876640319824
88,KerasOCR,0.7853618264198303
89,KerasOCR,0.7891696691513062
90,KerasOCR,0.7712418437004089
91,KerasOCR,0.8022636771202087
92,KerasOCR,0.7829360365867615
93,KerasOCR,0.785314679145813
94,KerasOCR,0.7880896925926208
95,KerasOCR,0.7781131863594055
96,KerasOCR,0.7887836694717407
97,KerasOCR,0.7776298522949219
98,KerasOCR,0.784674346446991
99,KerasOCR,0.78125
100,trOCR,0.967414915561676
101,trOCR,0.9770897626876831
102,trOCR,0.9313531517982483
103,trOCR,0.9720382690429688
104,trOCR,0.9727891087532043
105,trOCR,0.9460188746452332
106,trOCR,0.9773070812225342
107,trOCR,0.9691283106803894
108,trOCR,0.9860197305679321
109,trOCR,0.9602888226509094
110,trOCR,0.9542483687400818
111,trOCR,0.9886817336082458
112,trOCR,0.9316185712814331
113,trOCR,0.9650349617004395
114,trOCR,0.9783449172973633
115,trOCR,0.9766037464141846
116,trOCR,0.9461033940315247
117,trOCR,0.974700391292572
118,trOCR,0.9670498371124268
119,trOCR,0.9523026347160339
