model,id,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length
gpt_one_example,1_2,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_3,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,27.0,27.0
gpt_one_example,1_4,0.31306211647069615,"[0.625, 0.3333333333333333, 0.21428571428571427]",0.8824969025845955,0.8888888888888888,16.0,18.0
gpt_one_example,1_5,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,1_6,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_7,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_8,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_9,0.31092879814848173,"[0.6666666666666666, 0.35, 0.2631578947368421]",0.788127627745311,0.8076923076923077,21.0,26.0
gpt_one_example,1_10,0.0,"[0.47368421052631576, 0.05555555555555555, 0.0]",1.0,1.0,19.0,19.0
gpt_one_example,1_11,0.1430012298793829,"[0.45, 0.15789473684210525, 0.05555555555555555]",0.9048374180359595,0.9090909090909091,20.0,22.0
gpt_one_example,1_12,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,1_13,0.14417194261068772,"[0.5, 0.21739130434782608, 0.045454545454545456]",0.846481724890614,0.8571428571428571,24.0,28.0
gpt_one_example,2_1,0.0,"[1.0, 0.0, 0.0]",0.36787944117144233,0.5,1.0,2.0
gpt_one_example,2_2,0.0,"[0.5, 0.14285714285714285, 0.0]",0.7613003866968737,0.7857142857142857,22.0,28.0
gpt_one_example,2_3,0.2070533083703204,"[0.5555555555555556, 0.29411764705882354, 0.125]",0.7574651283969664,0.782608695652174,18.0,23.0
gpt_one_example,2_4,0.25241327659935675,"[0.55, 0.2631578947368421, 0.1111111111111111]",1.0,1.0,20.0,20.0
gpt_one_example,2_5,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,2_6,0.2797971493021264,"[0.65, 0.3684210526315789, 0.16666666666666666]",0.8187307530779819,0.8333333333333334,20.0,24.0
gpt_one_example,2_7,0.4181329587948234,"[0.8125, 0.5333333333333333, 0.35714285714285715]",0.7788007830714049,0.8,16.0,20.0
gpt_one_example,2_8,0.28845146178764514,"[0.6666666666666666, 0.35, 0.15789473684210525]",0.8668778997501817,0.875,21.0,24.0
gpt_one_example,2_9,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,2_10,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,2_11,0.0,"[0.4117647058823529, 0.0625, 0.0]",0.7451888170134805,0.7727272727272727,17.0,22.0
gpt_one_example,2_12,0.2282587988873018,"[0.6666666666666666, 0.23529411764705882, 0.125]",0.846481724890614,0.8571428571428571,18.0,21.0
gpt_one_example,2_13,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,2_14,0.0,"[0.2631578947368421, 0.05555555555555555, 0.0]",0.729212952525235,0.76,19.0,25.0
gpt_one_example,3_1,0.27291536056118626,"[0.5217391304347826, 0.2727272727272727, 0.14285714285714285]",1.0,1.0454545454545454,23.0,22.0
gpt_one_example,3_2,0.20714883373025725,"[0.48148148148148145, 0.23076923076923078, 0.08]",1.0,1.125,27.0,24.0
gpt_one_example,3_3,0.29087413364064824,"[0.55, 0.3157894736842105, 0.2222222222222222]",0.8607079764250577,0.8695652173913043,20.0,23.0
gpt_one_example,3_4,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
