model,id,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length
gpt_one_example,1_0,0.14861749973155614,"[0.4020618556701031, 0.25, 0.17894736842105263]",0.5672187147811254,0.6381578947368421,97.0,152.0
gpt_one_example,1_2,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_3,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,27.0,27.0
gpt_one_example,1_4,0.0,"[0.5, 0.06666666666666667, 0.0]",0.8824969025845955,0.8888888888888888,16.0,18.0
gpt_one_example,1_5,0.7937005259840998,"[0.8333333333333334, 0.8, 0.75]",1.0,1.0,6.0,6.0
gpt_one_example,1_6,0.8298265333662435,"[0.8571428571428571, 0.8333333333333334, 0.8]",1.0,1.0,7.0,7.0
gpt_one_example,1_7,0.8298265333662435,"[0.8571428571428571, 0.8333333333333334, 0.8]",1.0,1.0,7.0,7.0
gpt_one_example,1_8,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_9,0.31092879814848173,"[0.6666666666666666, 0.35, 0.2631578947368421]",0.788127627745311,0.8076923076923077,21.0,26.0
gpt_one_example,1_10,0.0,"[0.42105263157894735, 0.05555555555555555, 0.0]",1.0,1.0,19.0,19.0
gpt_one_example,1_11,0.1430012298793829,"[0.45, 0.15789473684210525, 0.05555555555555555]",0.9048374180359595,0.9090909090909091,20.0,22.0
gpt_one_example,1_12,0.7937005259840998,"[0.8333333333333334, 0.8, 0.75]",1.0,1.0,6.0,6.0
gpt_one_example,1_13,0.14417194261068772,"[0.5, 0.21739130434782608, 0.045454545454545456]",0.846481724890614,0.8571428571428571,24.0,28.0
gpt_one_example,2_0,0.12178277835107068,"[0.39325842696629215, 0.23863636363636365, 0.16091954022988506]",0.4926948960943648,0.5855263157894737,89.0,152.0
gpt_one_example,2_1,0.0,"[1.0, 0.0, 0.0]",0.36787944117144233,0.5,1.0,2.0
gpt_one_example,2_2,0.0,"[0.5, 0.14285714285714285, 0.0]",0.7613003866968737,0.7857142857142857,22.0,28.0
gpt_one_example,2_3,0.1472933052429818,"[0.5, 0.23529411764705882, 0.0625]",0.7574651283969664,0.782608695652174,18.0,23.0
gpt_one_example,2_4,0.25241327659935675,"[0.55, 0.2631578947368421, 0.1111111111111111]",1.0,1.0,20.0,20.0
gpt_one_example,2_5,0.7937005259840998,"[0.8333333333333334, 0.8, 0.75]",1.0,1.0,6.0,6.0
gpt_one_example,2_6,0.2797971493021264,"[0.65, 0.3684210526315789, 0.16666666666666666]",0.8187307530779819,0.8333333333333334,20.0,24.0
gpt_one_example,2_7,0.4181329587948234,"[0.8125, 0.5333333333333333, 0.35714285714285715]",0.7788007830714049,0.8,16.0,20.0
gpt_one_example,2_8,0.2673184411155102,"[0.6190476190476191, 0.3, 0.15789473684210525]",0.8668778997501817,0.875,21.0,24.0
gpt_one_example,2_9,0.7937005259840998,"[0.8333333333333334, 0.8, 0.75]",1.0,1.0,6.0,6.0
gpt_one_example,2_10,0.7937005259840998,"[0.8333333333333334, 0.8, 0.75]",1.0,1.0,6.0,6.0
gpt_one_example,2_11,0.0,"[0.4117647058823529, 0.0625, 0.0]",0.7451888170134805,0.7727272727272727,17.0,22.0
gpt_one_example,2_12,0.2282587988873018,"[0.6666666666666666, 0.23529411764705882, 0.125]",0.846481724890614,0.8571428571428571,18.0,21.0
gpt_one_example,2_13,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,2_14,0.0,"[0.2631578947368421, 0.05555555555555555, 0.0]",0.729212952525235,0.76,19.0,25.0
gpt_one_example,3_0,0.10789743710524768,"[0.4861111111111111, 0.3380281690140845, 0.21428571428571427]",0.32919298780790557,0.47368421052631576,72.0,152.0
gpt_one_example,3_1,0.27291536056118626,"[0.5217391304347826, 0.2727272727272727, 0.14285714285714285]",1.0,1.0454545454545454,23.0,22.0
gpt_one_example,3_2,0.20714883373025725,"[0.48148148148148145, 0.23076923076923078, 0.08]",1.0,1.125,27.0,24.0
gpt_one_example,3_3,0.29087413364064824,"[0.55, 0.3157894736842105, 0.2222222222222222]",0.8607079764250577,0.8695652173913043,20.0,23.0
gpt_one_example,3_4,0.7937005259840998,"[0.8333333333333334, 0.8, 0.75]",1.0,1.0,6.0,6.0
gpt_one_example,3_5,0.8298265333662435,"[0.8571428571428571, 0.8333333333333334, 0.8]",1.0,1.0,7.0,7.0
gpt_one_example,3_6,0.3881602545015049,"[0.8125, 0.5333333333333333, 0.2857142857142857]",0.7788007830714049,0.8,16.0,20.0
gpt_one_example,3_7,0.19596930403390672,"[0.3793103448275862, 0.17857142857142858, 0.1111111111111111]",1.0,1.0,29.0,29.0
gpt_one_example,3_8,0.23534885799717786,"[0.5714285714285714, 0.25, 0.10526315789473684]",0.9534969548334766,0.9545454545454546,21.0,22.0
gpt_one_example,3_9,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,3_10,0.18579483750056539,"[0.5294117647058824, 0.3125, 0.13333333333333333]",0.6624801353939264,0.7083333333333334,17.0,24.0
gpt_one_example,3_11,0.0,"[0.25, 0.06666666666666667, 0.0]",0.8824969025845955,0.8888888888888888,16.0,18.0
gpt_one_example,3_12,0.0,"[0.23076923076923078, 0.08333333333333333, 0.0]",0.5836454781435741,0.65,13.0,20.0
gpt_one_example,3_13,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,4_0,0.20568160080934442,"[0.49137931034482757, 0.26956521739130435, 0.16666666666666666]",0.7331940870813974,0.7631578947368421,116.0,152.0
gpt_one_example,4_1,0.5,"[0.8333333333333334, 0.6, 0.25]",1.0,1.0,6.0,6.0
gpt_one_example,4_2,0.1841833205136151,"[0.5263157894736842, 0.2222222222222222, 0.11764705882352941]",0.7686205265937356,0.7916666666666666,19.0,24.0
gpt_one_example,4_3,0.4724730027947712,"[0.7619047619047619, 0.5, 0.3684210526315789]",0.909156442876713,0.9130434782608695,21.0,23.0
gpt_one_example,4_4,0.7937005259840998,"[0.8333333333333334, 0.8, 0.75]",1.0,1.0,6.0,6.0
gpt_one_example,4_5,0.0,"[0.6666666666666666, 0.4, 0.0]",1.0,1.0,6.0,6.0
gpt_one_example,4_6,0.3164622750568062,"[0.5833333333333334, 0.34782608695652173, 0.22727272727272727]",0.8824969025845955,0.8888888888888888,24.0,27.0
gpt_one_example,4_7,0.3185935431036446,"[0.8181818181818182, 0.6, 0.4444444444444444]",0.5292133415000504,0.6111111111111112,11.0,18.0
gpt_one_example,4_8,0.7937005259840998,"[0.8333333333333334, 0.8, 0.75]",1.0,1.0,6.0,6.0
gpt_one_example,4_9,0.8298265333662435,"[0.8571428571428571, 0.8333333333333334, 0.8]",1.0,1.0,7.0,7.0
gpt_one_example,4_10,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
