model,id,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length
gpt_one_example,1_0,0.12285210367093354,"[0.4020618556701031, 0.23958333333333334, 0.17894736842105263, 0.1276595744680851]",0.5672187147811254,0.6381578947368421,97.0,152.0
gpt_one_example,1_2,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_3,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,27.0,27.0
gpt_one_example,1_4,0.0,"[0.4375, 0.0, 0.0, 0.0]",0.8824969025845955,0.8888888888888888,16.0,18.0
gpt_one_example,1_5,0.7598356856515925,"[0.8333333333333334, 0.8, 0.75, 0.6666666666666666]",1.0,1.0,6.0,6.0
gpt_one_example,1_6,0.8091067115702212,"[0.8571428571428571, 0.8333333333333334, 0.8, 0.75]",1.0,1.0,7.0,7.0
gpt_one_example,1_7,0.8091067115702212,"[0.8571428571428571, 0.8333333333333334, 0.8, 0.75]",1.0,1.0,7.0,7.0
gpt_one_example,1_8,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,1_9,0.25067269864739034,"[0.6666666666666666, 0.35, 0.2631578947368421, 0.16666666666666666]",0.788127627745311,0.8076923076923077,21.0,26.0
gpt_one_example,1_10,0.0,"[0.42105263157894735, 0.05555555555555555, 0.0, 0.0]",1.0,1.0,19.0,19.0
gpt_one_example,1_11,0.0,"[0.45, 0.15789473684210525, 0.05555555555555555, 0.0]",0.9048374180359595,0.9090909090909091,20.0,22.0
gpt_one_example,1_12,0.7598356856515925,"[0.8333333333333334, 0.8, 0.75, 0.6666666666666666]",1.0,1.0,6.0,6.0
gpt_one_example,1_13,0.0,"[0.5, 0.21739130434782608, 0.045454545454545456, 0.0]",0.846481724890614,0.8571428571428571,24.0,28.0
gpt_one_example,2_0,0.09963501410750315,"[0.39325842696629215, 0.22727272727272727, 0.16091954022988506, 0.11627906976744186]",0.4926948960943648,0.5855263157894737,89.0,152.0
gpt_one_example,2_1,0.0,"[1.0, 0.0, 0.0, 0.0]",0.36787944117144233,0.5,1.0,2.0
gpt_one_example,2_2,0.0,"[0.5, 0.14285714285714285, 0.0, 0.0]",0.7613003866968737,0.7857142857142857,22.0,28.0
gpt_one_example,2_3,0.0,"[0.5, 0.23529411764705882, 0.0625, 0.0]",0.7574651283969664,0.782608695652174,18.0,23.0
gpt_one_example,2_4,0.0,"[0.55, 0.2631578947368421, 0.1111111111111111, 0.0]",1.0,1.0,20.0,20.0
gpt_one_example,2_5,0.7598356856515925,"[0.8333333333333334, 0.8, 0.75, 0.6666666666666666]",1.0,1.0,6.0,6.0
gpt_one_example,2_6,0.1802210474963418,"[0.65, 0.3684210526315789, 0.16666666666666666, 0.058823529411764705]",0.8187307530779819,0.8333333333333334,20.0,24.0
gpt_one_example,2_7,0.3638074228571147,"[0.8125, 0.5333333333333333, 0.35714285714285715, 0.3076923076923077]",0.7788007830714049,0.8,16.0,20.0
gpt_one_example,2_8,0.1741578466909077,"[0.6190476190476191, 0.3, 0.15789473684210525, 0.05555555555555555]",0.8668778997501817,0.875,21.0,24.0
gpt_one_example,2_9,0.7598356856515925,"[0.8333333333333334, 0.8, 0.75, 0.6666666666666666]",1.0,1.0,6.0,6.0
gpt_one_example,2_10,0.7598356856515925,"[0.8333333333333334, 0.8, 0.75, 0.6666666666666666]",1.0,1.0,6.0,6.0
gpt_one_example,2_11,0.0,"[0.4117647058823529, 0.0625, 0.0, 0.0]",0.7451888170134805,0.7727272727272727,17.0,22.0
gpt_one_example,2_12,0.0,"[0.6666666666666666, 0.23529411764705882, 0.125, 0.0]",0.846481724890614,0.8571428571428571,18.0,21.0
gpt_one_example,2_13,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,2_14,0.0,"[0.2631578947368421, 0.05555555555555555, 0.0, 0.0]",0.729212952525235,0.76,19.0,25.0
gpt_one_example,3_0,0.08334080442600018,"[0.4861111111111111, 0.323943661971831, 0.2, 0.13043478260869565]",0.32919298780790557,0.47368421052631576,72.0,152.0
gpt_one_example,3_1,0.21233470585998823,"[0.5217391304347826, 0.2727272727272727, 0.14285714285714285, 0.1]",1.0,1.0454545454545454,23.0,22.0
gpt_one_example,3_2,0.13872638167626056,"[0.48148148148148145, 0.23076923076923078, 0.08, 0.041666666666666664]",1.0,1.125,27.0,24.0
gpt_one_example,3_3,0.2234282338708307,"[0.55, 0.3157894736842105, 0.2222222222222222, 0.11764705882352941]",0.8607079764250577,0.8695652173913043,20.0,23.0
gpt_one_example,3_4,0.7598356856515925,"[0.8333333333333334, 0.8, 0.75, 0.6666666666666666]",1.0,1.0,6.0,6.0
gpt_one_example,3_5,0.8091067115702212,"[0.8571428571428571, 0.8333333333333334, 0.8, 0.75]",1.0,1.0,7.0,7.0
gpt_one_example,3_6,0.24329268691415304,"[0.8125, 0.5333333333333333, 0.2857142857142857, 0.07692307692307693]",0.7788007830714049,0.8,16.0,20.0
gpt_one_example,3_7,0.15511550090520096,"[0.3793103448275862, 0.17857142857142858, 0.1111111111111111, 0.07692307692307693]",1.0,1.0,29.0,29.0
gpt_one_example,3_8,0.16210476195714543,"[0.5714285714285714, 0.25, 0.10526315789473684, 0.05555555555555555]",0.9534969548334766,0.9545454545454546,21.0,22.0
gpt_one_example,3_9,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,3_10,0.1319886047791133,"[0.5294117647058824, 0.3125, 0.13333333333333333, 0.07142857142857142]",0.6624801353939264,0.7083333333333334,17.0,24.0
gpt_one_example,3_11,0.0,"[0.25, 0.06666666666666667, 0.0, 0.0]",0.8824969025845955,0.8888888888888888,16.0,18.0
gpt_one_example,3_12,0.0,"[0.25, 0.09090909090909091, 0.0, 0.0]",0.513417119032592,0.6,12.0,20.0
gpt_one_example,3_13,1.0,"[1.0, 1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,4_0,0.14277564036256912,"[0.46551724137931033, 0.22608695652173913, 0.14035087719298245, 0.09734513274336283]",0.7331940870813974,0.7631578947368421,116.0,152.0
gpt_one_example,4_1,0.0,"[0.8333333333333334, 0.6, 0.25, 0.0]",1.0,1.0,6.0,6.0
gpt_one_example,4_2,0.0,"[0.47368421052631576, 0.16666666666666666, 0.058823529411764705, 0.0]",0.8101577349324267,0.8260869565217391,19.0,23.0
